Company,about,rating,reviews,salaries,location,jobs,interviews
Mistral Solutions,IT Services & Consulting ,3.5,1.1k,13,Bangalore / Bengaluru +6 other locations,19,13
Community Health Center,Healthcare ,4.3,440,6,Lucknow +69 other locations,--,6
Sun Flag Steel,Iron & Steel ,3.6,607,7,Bhandara +9 other locations,--,7
Orange Health Labs,Healthcare ,3.8,493,12,Bangalore / Bengaluru +9 other locations,--,12
Factspan,IT Services & Consulting ,3.3,738,23,Bangalore / Bengaluru +3 other locations,13,23
Sunil Hitech Engineers,Engineering & Construction ,4.5,377,3,Nagpur +29 other locations,--,3
Demech Chemical Products,Chemicals ,4.4,345,50,Pune +24 other locations,3,50
Lester Infoservices,BPO ,3.2,531,13,Mumbai +3 other locations,21,13
Foiwe Info Global Solution,IT Services & Consulting ,4.4,712,9,Bangalore / Bengaluru +2 other locations,5,9
Delux Bearings,Auto Components ,4.3,614,6,Surendranagar +17 other locations,--,6
Kabra Extrusion Technik,Industrial Machinery ,3.6,731,13,Pune +12 other locations,1,13
Jash Engineering,Engineering & Construction ,3.9,699,12,Indore +3 other locations,2,12
Hilton Garden Inn,Hospitality ,3.8,411,7,New Delhi +16 other locations,--,7
PGIMER,Education & Training ,4.3,486,3,Chandigarh +9 other locations,--,3
Machino Polymers,Petrochemicals ,3.3,574,13,Gurgaon / Gurugram +12 other locations,--,13
The Oriental Insurance Co.,Insurance ,4.3,352,3,New Delhi +61 other locations,--,3
GMP Technical Solutions,Industrial Machinery ,3.9,651,4,Mumbai +20 other locations,1,4
YFC PROJECTS,Engineering & Construction ,3.6,556,7,New Delhi +16 other locations,--,7
CoinDCX,Emerging Technologies ,3.8,1.1k,33,Bangalore / Bengaluru +7 other locations,44,33
Tcil,Telecom ,3.8,466,18,New Delhi +37 other locations,--,18
Goldi Solar,Power ,4.1,761,14,Surat +12 other locations,12,14
IREP Credit Capital,Financial Services ,4.1,501,7,Hyderabad / Secunderabad +55 other locations,7,7
Fulcrum Worldwide Software,IT Services & Consulting ,4.3,898,9,Pune +1 other locations,5,9
NewAge Software & Solutions,IT Services & Consulting ,3.7,1.1k,4,Chennai +8 other locations,9,4
Tcil,Telecom ,3.8,466,18,New Delhi +37 other locations,--,18
Government of Delhi,Government ,4.4,688,7,New Delhi +1 other locations,--,7
Gujarat State Petronet,Oil & Gas ,4.0,640,7,Ahmedabad +29 other locations,--,7
thinkbridge,IT Services & Consulting ,3.4,709,22,Pune +7 other locations,8,22
CoinDCX,Emerging Technologies ,3.8,1.1k,33,Bangalore / Bengaluru +7 other locations,44,33
Crane Consulting and Outsourcing,Bangalore / Bengaluru +5 other locations,4.0,888,17,Bangalore / Bengaluru +5 other locations,--,17
DRYCHEM SOLUTIONS,Building Material ,4.0,563,6,Mumbai +18 other locations,--,6
STJ Electronics,Semiconductors ,3.4,707,13,New Delhi +12 other locations,4,13
GTN Engineering,Metals & Mining ,4.1,640,6,Coimbatore +14 other locations,1,6
Augustus Healthcare Solutions,Healthcare ,3.7,702,10,Pune +5 other locations,--,10
BCITS,IT Services & Consulting ,3.7,676,14,Bangalore / Bengaluru +38 other locations,1,14
AdamsBridge Global,Internet ,3.4,603,24,Chennai +5 other locations,3,24
Sensiple,IT Services & Consulting ,2.9,1.3k,8,Chennai,5,8
Goldi Solar,Power ,4.1,761,14,Surat +12 other locations,12,14
Karnataka Co-operative Milk Producers Federation,Food Processing ,4.1,409,4,Bangalore / Bengaluru +30 other locations,--,4
Shobhit Mediworld,Lucknow +20 other locations,4.0,328,20,Lucknow +20 other locations,1,20
SKS Ispat & Power,Industrial Machinery ,3.2,531,3,Raipur +7 other locations,--,3
DLF Brands,Retail ,3.9,463,5,New Delhi +18 other locations,--,5
Shiksha Financial Services India,NBFC ,4.3,511,12,Chennai +29 other locations,4,12
SKS Ispat & Power,Industrial Machinery ,3.2,531,3,Raipur +7 other locations,--,3
98thPercentile,EdTech ,4.0,307,17,Hyderabad / Secunderabad +5 other locations,--,17
JL Morison India,FMCG ,4.5,336,8,Mumbai +44 other locations,2,8
SurePrep,Software Product ,4.0,790,12,Mumbai +4 other locations,104,12
Alice Blue Commodities,FinTech ,3.2,768,10,Bangalore / Bengaluru +20 other locations,9,10
ApplyBoard,Internet ,2.5,587,10,Gurgaon / Gurugram +9 other locations,19,10
Dantal Hydraulics,Industrial Machinery ,4.2,627,4,Gurgaon / Gurugram +11 other locations,--,4
India Pistons,Auto Components ,2.7,719,9,Chennai +6 other locations,--,9
Academor,Education & Training ,2.6,158,47,Bangalore / Bengaluru +6 other locations,--,47
Delhi Integrated Multi Modal Transit System,Government ,3.7,552,8,New Delhi +11 other locations,--,8
Teliolabs,Emerging Technologies ,3.7,333,21,Hyderabad / Secunderabad +4 other locations,16,21
HTIC Global,Management Consulting ,3.4,545,9,Kochi +6 other locations,53,9
Veeraraghavan & Company,Accounting & Auditing ,3.1,403,6,Mumbai +22 other locations,1,6
Lotus Wireless Technologies,IT Services & Consulting ,3.0,708,17,Visakhapatnam +15 other locations,--,17
PICL,Semiconductors ,3.6,512,7,Faridabad +11 other locations,--,7
Quba Architectural Products,Architecture & Interior Design ,4.3,466,7,Mumbai +24 other locations,--,7
Nirmal Industrial Controls,Industrial Automation ,3.7,752,17,Mumbai +19 other locations,61,17
PubMatic,IT Services & Consulting ,3.5,1.2k,33,Pune +3 other locations,14,33
UNI Klinger,Industrial Machinery ,3.8,607,14,Pune +10 other locations,--,14
B New Mobiles,Electronics Manufacturing ,3.3,561,9,Hyderabad / Secunderabad +32 other locations,8,9
Privat Hospital,Healthcare ,4.0,1.7k,8,Chennai +60 other locations,--,8
ETP International,Power ,3.1,767,7,Mumbai +4 other locations,11,7
INDOASIAN,Semiconductors ,4.1,423,11,Noida +31 other locations,6,11
Aczet,Electronics Manufacturing ,3.1,549,8,Mumbai +12 other locations,--,8
Lycatel BPO,BPO ,2.6,647,1,Chennai +3 other locations,--,1
Unicorn DenMart,Medical Equipment ,3.9,512,26,New Delhi +22 other locations,11,26
Qapitol Qa,IT Services & Consulting ,3.6,1.2k,19,Bangalore / Bengaluru +7 other locations,1,19
Ceipal,Software Product ,3.1,953,6,Hyderabad / Secunderabad +6 other locations,--,6
SysArc Infomatix,FinTech ,3.4,931,14,Chennai +5 other locations,2,14
Kamlesh Kumar Singh Engineers,Engineering & Construction ,4.4,429,5,Panipat +20 other locations,--,5
Reliance Foundation India,Education & Training ,4.0,634,9,Mumbai +39 other locations,--,9
Kenvue,Bangalore / Bengaluru +25 other locations,3.6,967,6,Bangalore / Bengaluru +25 other locations,46,6
Mtg Learning Media,Printing & Publishing ,3.8,523,12,Gurgaon / Gurugram +13 other locations,5,12
Nitika Pharmaceutical Specialities,Pharma ,3.8,502,16,Nagpur +3 other locations,27,16
Chemveda Life Sciences,Clinical Research ,3.9,536,15,Hyderabad / Secunderabad +5 other locations,6,15
Jamia Hamdard University,Education & Training ,4.0,421,3,New Delhi +3 other locations,--,3
Naiknavare Developers,Real Estate ,3.7,545,7,Pune +4 other locations,21,7
Alcove Realty,Real Estate ,4.0,448,11,Kolkata +5 other locations,--,11
Reliance Foundation India,Education & Training ,4.0,634,9,Mumbai +39 other locations,--,9
Sun King,Electronics Manufacturing ,4.0,481,8,Mumbai +31 other locations,3,8
Bambino Pasta Food Industries,Food Processing ,4.1,608,7,Hyderabad / Secunderabad +36 other locations,1,7
ShopDeck,Internet ,4.0,344,26,Bangalore / Bengaluru +4 other locations,46,26
Enfusion,FinTech ,3.3,997,19,Mumbai +6 other locations,--,19
yellow.ai,Software Product ,3.0,1.4k,19,Bangalore / Bengaluru +4 other locations,6,19
Cooper-Standard Automotive,Auto Components ,4.1,699,1,Chennai +12 other locations,--,1
WWICS Group,Travel & Tourism ,3.3,411,12,Chandigarh +18 other locations,--,12
COMSTAR AUTOMOTIVE TECHNOLOGIES,Auto Components ,3.6,791,8,Chennai +5 other locations,--,8
Ansys Software Private Limited,IT Services & Consulting ,4.2,1.1k,30,Pune +6 other locations,--,30
Sri Ramachandra University,Education & Training ,4.4,502,3,Chennai +6 other locations,4,3
illumifin,Hyderabad / Secunderabad +6 other locations,3.2,547,4,Hyderabad / Secunderabad +6 other locations,1,4
Unicommerce Esolutions,Software Product ,2.9,934,22,Gurgaon / Gurugram +7 other locations,5,22
Gujarat Energy Transmission Corporation,Government ,4.1,341,--,Vadodara +38 other locations,--,--
Rina India,"Testing, Inspection and Certification (TIC) ",3.8,508,10,Mumbai +34 other locations,1,10
Hindustan Colas,Engineering & Construction ,3.4,564,13,Mumbai +16 other locations,--,13
New India Co-Op Bank,Banking ,3.1,626,6,Mumbai +6 other locations,--,6
Lupin Diagnostics,Mumbai +33 other locations,4.0,462,14,Mumbai +33 other locations,4,14
T&N Business Services,Recruitment ,4.7,59,51,Aligarh +8 other locations,115,51
CriticalRiver,IT Services & Consulting ,3.1,1.1k,15,Hyderabad / Secunderabad +5 other locations,23,15
Sidel,Industrial Machinery ,3.8,729,13,Pune +7 other locations,41,13
Lakshmikumaran & Sridharan,Legal ,3.5,527,9,New Delhi +13 other locations,7,9
Sony Pictures Networks,Mumbai +19 other locations,3.7,863,7,Mumbai +19 other locations,--,7
Shivalik Rasayan,Agro Chemicals ,3.6,548,11,Bharuch +13 other locations,1,11
Ansys Software Private Limited,IT Services & Consulting ,4.2,1.1k,30,Pune +6 other locations,--,30
Gujarat Energy Transmission Corporation,Government ,4.1,341,--,Vadodara +38 other locations,--,--
Sri Ramachandra University,Education & Training ,4.4,502,3,Chennai +6 other locations,4,3
Indian Institute of Management,Education & Training ,3.7,1k,4,Ahmedabad +21 other locations,--,4
Unicommerce Esolutions,Software Product ,2.9,934,22,Gurgaon / Gurugram +7 other locations,5,22
illumifin,Hyderabad / Secunderabad +6 other locations,3.2,547,4,Hyderabad / Secunderabad +6 other locations,1,4
Indian Armed Forces,Government ,4.5,382,4,New Delhi +37 other locations,--,4
Indivillage Tech Solutions,IT Services & Consulting ,3.7,591,14,Yemmiganur +12 other locations,--,14
SmartED Innovations,Education & Training ,4.1,41,57,Bangalore / Bengaluru +4 other locations,1,57
Reliance Group,Other ,4.2,606,20,Mumbai +38 other locations,--,20
Nippon Toyota,Auto Components ,3.8,490,2,Kochi +11 other locations,--,2
Kamdhenu Paints,Building Material ,2.9,443,9,Gurgaon / Gurugram +46 other locations,--,9
Cronus Pharma Specialities India,Pharma ,3.6,695,3,Hyderabad / Secunderabad +5 other locations,2,3
Antraweb Technologies,IT Services & Consulting ,3.8,421,10,Mumbai +6 other locations,4,10
Dr L H Hiranandani Hospital,Healthcare ,3.8,507,5,Mumbai +7 other locations,4,5
Advance Auto Parts,Auto Components ,3.4,1.2k,11,Hyderabad / Secunderabad +1 other locations,--,11
Proziod Analytics,IT Services & Consulting ,3.5,368,5,Bangalore / Bengaluru +4 other locations,25,5
Mobineers Info Systems,IT Services & Consulting ,4.2,389,14,New Delhi +16 other locations,10,14
Head Digital Works,Gaming ,4.1,1.1k,21,Hyderabad / Secunderabad +5 other locations,--,21
ADINATH MOTORS,New Delhi +78 other locations,3.8,606,5,New Delhi +78 other locations,--,5
IFortis Worldwide,IT Services & Consulting ,3.8,97,29,Bangalore / Bengaluru +9 other locations,--,29
Kearney,Management Consulting ,3.0,1.4k,26,Gurgaon / Gurugram +8 other locations,3,26
Velammal Educational Trust,Chennai +10 other locations,3.7,636,13,Chennai +10 other locations,6,13
IMMCO,Kochi +9 other locations,3.1,815,13,Kochi +9 other locations,1,13
4i apps solutions,IT Services & Consulting ,3.6,966,16,Chennai +2 other locations,5,16
CBTS TECHNOLOGY SOLUTIONS INDIA LLP,IT Services & Consulting ,3.9,1.2k,23,Chennai +4 other locations,79,23
ATS ELGI,Industrial Machinery ,4.2,500,6,Coimbatore +19 other locations,--,6
Borosil Renewables,Power ,3.7,579,7,Bharuch +12 other locations,--,7
Multani Pharmaceuticals,Pharma ,4.0,448,13,New Delhi +19 other locations,--,13
Etraveli Group,Internet ,2.8,706,13,Mumbai +7 other locations,5,13
Motovolt Mobility,Automobile ,4.1,405,21,Kolkata +19 other locations,1,21
Sri Balaji Action Medical Institute,Healthcare ,3.9,546,5,New Delhi +4 other locations,--,5
Fourth Partner Energy,Power ,4.3,651,10,Hyderabad / Secunderabad +19 other locations,1,10
Outbooks Outsourcing,Accounting & Auditing ,3.7,532,18,New Delhi +10 other locations,5,18
Kerry Ingredients,Food Processing ,3.5,654,10,Bangalore / Bengaluru +17 other locations,1,10
Calix,Telecom ,4.1,385,25,Bangalore / Bengaluru +3 other locations,53,25
Global Consumer Products,FMCG ,4.3,342,4,Bangalore / Bengaluru +37 other locations,--,4
Eskag Pharma,Pharma ,3.2,476,7,Kolkata +24 other locations,--,7
Agriculture Insurance Company of India,Insurance ,4.0,488,8,New Delhi +52 other locations,--,8
Royal HaskoningDHV,Engineering & Construction ,4.4,428,3,Chennai +30 other locations,19,3
NCDEX,Financial Services ,3.4,932,7,Mumbai +19 other locations,31,7
Future Market Insights,Analytics & KPO ,1.5,535,11,Pune +1 other locations,--,11
Pearson,Education & Training ,3.8,915,8,Bangalore / Bengaluru +18 other locations,--,8
Karnataka Power Transmission Corporation,Power ,4.3,460,7,Bangalore / Bengaluru +36 other locations,--,7
Geo Designs And Research,Engineering & Construction ,3.6,611,3,Vadodara +32 other locations,23,3
Rus Education,Education & Training ,4.4,298,24,New Delhi +24 other locations,2,24
IIT Kharagpur,Education & Training ,4.0,533,17,Kharagpur +11 other locations,--,17
Smart Call Center Solutions,BPO ,3.3,320,22,Kolkata +8 other locations,10,22
Wellknown Polyesters,Fashion & Textile ,3.7,687,10,Vapi +13 other locations,6,10
Chemie Tech,Oil & Gas ,3.4,526,5,Vadodara +17 other locations,--,5
Saudi Oger,Engineering & Construction ,4.4,148,5,Riyadh +13 other locations,--,5
Archidply Industries,Furniture & Furnishing ,3.5,426,4,New Delhi +39 other locations,4,4
Eptisa,Engineering & Construction ,3.5,423,7,Kolkata +26 other locations,--,7
AIDA Cruises,Travel & Tourism ,3.5,207,7,Mumbai +13 other locations,--,7
Hind Terminals,Logistics ,4.1,705,6,Mumbai +20 other locations,--,6
Hitachi Automotive Systems,Auto Components ,4.2,674,4,Chennai +12 other locations,--,4
G7 CR Technologies,IT Services & Consulting ,3.0,596,17,Bangalore / Bengaluru +2 other locations,1,17
Techno Exponent,Financial Services ,3.6,475,32,Kolkata +5 other locations,--,32
Hegde & Hegde Pharmaceutica,Pharma ,3.9,437,7,Mumbai +38 other locations,--,7
WAE,Waste Management ,3.6,268,24,Noida +11 other locations,2,24
Trident Automobiles,Auto Components ,4.6,520,2,Bangalore / Bengaluru +7 other locations,2,2
Rapidtech,IT Services & Consulting ,3.7,447,6,Chennai +30 other locations,3,6
Moving Picture Company,Media & Entertainment ,3.7,442,5,Bangalore / Bengaluru +15 other locations,--,5
Galderma,Healthcare ,3.5,453,2,Mumbai +33 other locations,52,2
MRI Software,Software Product ,3.4,875,22,Bangalore / Bengaluru +7 other locations,4,22
Sourcefuse Technologies,IT Services & Consulting ,3.0,1.1k,20,Noida +7 other locations,7,20
Geodis Overseas,Logistics ,3.4,923,25,Chennai +14 other locations,5,25
OptiSol Business Solutions,IT Services & Consulting ,3.8,959,18,Chennai +5 other locations,33,18
Aster Medcity,Healthcare ,4.5,515,7,Kochi +10 other locations,1.3k,7
Spinks Softech,Auto Components ,4.1,591,5,Chennai +9 other locations,--,5
Suntara Cosmetics,Beauty & Personal Care ,3.7,668,13,Ahmedabad +7 other locations,--,13
Baxter Pharmaceuticals,Ahmedabad +6 other locations,4.3,206,9,Ahmedabad +6 other locations,--,9
Cognus Technology,IT Services & Consulting ,2.3,485,8,Jaipur +6 other locations,--,8
Annapurna Group,FMCG ,3.8,495,7,Guwahati +19 other locations,--,7
Polestar Consulting,IT Services & Consulting ,4.2,306,13,Pune +17 other locations,11,13
Goodrich Logistics Pvt. Ltd.,Ports & Shipping ,3.6,814,13,Mumbai +19 other locations,4,13
Cairn Oil,Barmer +17 other locations,4.0,242,21,Barmer +17 other locations,--,21
IVL Dhunseri Petrochem Industries,Chemicals ,3.7,485,5,Haldia +8 other locations,--,5
ARK Infosolutions,IT Services & Consulting ,3.8,611,5,Noida +13 other locations,10,5
Light & Wonder,Software Product ,4.0,2.8k,33,Bangalore / Bengaluru +9 other locations,6,33
Vikram Sarabhai Space Centre,Defence & Aerospace ,4.4,402,3,Thiruvananthapuram +12 other locations,--,3
SDP & Associates (Office),Accounting & Auditing ,3.5,269,30,Kolkata +7 other locations,--,30
Unipath Specialty Laboratory,Healthcare ,3.9,608,12,Ahmedabad +23 other locations,--,12
BizGurukul,EdTech ,4.1,350,20,New Delhi +12 other locations,--,20
Rotork Controls,Industrial Machinery ,3.3,699,14,Chennai +14 other locations,12,14
Ecozen Solutions,Internet ,4.2,529,9,Pune +16 other locations,2,9
Loyal Textile Mills,Fashion & Textile ,3.5,682,12,Chennai +12 other locations,2,12
Advance Career Solutions,Jaipur +9 other locations,4.1,103,40,Jaipur +9 other locations,--,40
ECE Industries,Electrical Equipment ,3.6,564,4,Ghaziabad +24 other locations,--,4
Madhavbaug,Healthcare ,3.9,384,3,Mumbai +38 other locations,1,3
Bando India,Auto Components ,4.0,531,5,Bangalore / Bengaluru +12 other locations,--,5
Frontier Business Systems,IT Services & Consulting ,3.3,875,12,Bangalore / Bengaluru +16 other locations,9,12
CommVault,Software Product ,3.7,1.3k,29,Bangalore / Bengaluru +6 other locations,--,29
SHRI LAKSHMI STEEL SUPPLIERS,Iron & Steel ,4.2,471,9,Bangalore / Bengaluru +22 other locations,12,9
Preet Group,Ghaziabad +9 other locations,3.7,574,19,Ghaziabad +9 other locations,--,19
Ametek Instruments India,Industrial Automation ,3.6,1.1k,10,Bangalore / Bengaluru +14 other locations,55,10
Victoria's Secret,IT Services & Consulting ,3.9,1k,16,Bangalore / Bengaluru +8 other locations,--,16
Orion Security Solutions,Law Enforcement & Security ,2.9,606,5,New Delhi +31 other locations,2,5
builder.ai,Gurgaon / Gurugram +8 other locations,2.8,967,13,Gurgaon / Gurugram +8 other locations,--,13
Ambience Group,Real Estate ,3.6,529,19,New Delhi +12 other locations,5,19
Tanla Platforms,Telecom ,3.0,1.3k,13,Hyderabad / Secunderabad +5 other locations,63,13
Shri Ram Finance Corporation,Raipur +51 other locations,3.0,456,17,Raipur +51 other locations,8,17
Opkey,Software Product ,3.7,431,16,Noida +8 other locations,52,16
CommVault,Software Product ,3.7,1.3k,29,Bangalore / Bengaluru +6 other locations,--,29
SHRI LAKSHMI STEEL SUPPLIERS,Iron & Steel ,4.2,471,9,Bangalore / Bengaluru +22 other locations,12,9
Akshara Enterprises,IT Services & Consulting ,3.3,692,8,Hyderabad / Secunderabad +23 other locations,4,8
Frontier Business Systems,IT Services & Consulting ,3.3,875,12,Bangalore / Bengaluru +16 other locations,9,12
Lokal App,Internet ,3.5,565,19,Bangalore / Bengaluru +14 other locations,11,19
ChicMic,Gaming ,4.3,283,12,Mohali +2 other locations,12,12
Preet Group,Ghaziabad +9 other locations,3.7,574,19,Ghaziabad +9 other locations,--,19
NLMK India,Metals & Mining ,3.6,621,20,Aurangabad +10 other locations,--,20
Ametek Instruments India,Industrial Automation ,3.6,1.1k,10,Bangalore / Bengaluru +14 other locations,55,10
Rakshit Drugs,Pharma ,3.7,609,6,Visakhapatnam +5 other locations,6,6
LUCKY MINERALS,Angul +15 other locations,3.8,468,9,Angul +15 other locations,--,9
The Wadhwa Group,Real Estate ,3.4,674,5,Mumbai +5 other locations,7,5
MRL Tyres,Auto Components ,3.6,663,6,New Delhi +15 other locations,--,6
Avon Cycles,Automobile ,4.0,495,18,Ludhiana +5 other locations,9,18
Serdia Pharmaceuticals,Pharma ,3.7,385,6,Mumbai +25 other locations,--,6
Aditya Birla SunLife Asset Management Company,Financial Services ,3.8,632,15,Mumbai +54 other locations,--,15
Abu Dhabi Commercial Bank,Banking ,3.4,624,6,Mumbai +7 other locations,--,6
Maneesh Pharmaceuticals,Pharma ,4.0,520,8,Mumbai +19 other locations,--,8
MicroGenesis Techsoft,IT Services & Consulting ,3.5,890,12,Bangalore / Bengaluru +5 other locations,12,12
Nucsoft,IT Services & Consulting ,2.6,669,14,Mumbai +7 other locations,--,14
Luxor International,Retail ,3.6,663,8,Noida +6 other locations,--,8
Sirca Paints India,Chemicals ,4.1,501,11,New Delhi +40 other locations,6,11
Kohinoor Group,Real Estate ,3.8,993,10,Pune +6 other locations,--,10
Pacific Global Solutions,Ahmedabad +5 other locations,3.3,695,9,Ahmedabad +5 other locations,8,9
National Oilwell Varco,Oil & Gas ,4.0,553,6,Mumbai +17 other locations,4,6
Indian Institute of Technology Madras,Education & Training ,4.2,1.1k,4,Chennai +9 other locations,1,4
Megha Gas,Hyderabad / Secunderabad +31 other locations,3.6,519,15,Hyderabad / Secunderabad +31 other locations,--,15
Europ Assistance India,Insurance ,3.6,570,11,Mumbai +10 other locations,3,11
KollegeApply,EdTech ,4.1,55,66,Gurgaon / Gurugram +3 other locations,--,66
Redisolve Software,Software Product ,2.8,378,10,Chennai +8 other locations,--,10
Flynaut SaaS,IT Services & Consulting ,3.1,382,21,Pune +8 other locations,--,21
Dairy Classic Ice Creams,Food Processing ,4.3,531,12,Bangalore / Bengaluru +30 other locations,2,12
Monotype,IT Services & Consulting ,3.4,924,28,Noida +4 other locations,3,28
Saint-Gobain Abrasives,Building Material ,3.5,727,5,Bangalore / Bengaluru +26 other locations,--,5
BASIX Academy for Building Lifelong Employability,Education & Training ,3.9,219,8,New Delhi +43 other locations,2,8
Napier Healthcare Solutions,IT Services & Consulting ,2.4,824,14,Hyderabad / Secunderabad +5 other locations,--,14
Technofab Engineering,Oil & Gas ,4.1,447,2,Faridabad +21 other locations,--,2
XSEED Education,EdTech ,3.0,502,6,Bangalore / Bengaluru +21 other locations,1,6
Infinite HR Solutions,Bangalore / Bengaluru +15 other locations,3.1,1.3k,3,Bangalore / Bengaluru +15 other locations,--,3
Haqdarshak Empowerment Solutions,Non-Profit ,3.8,368,15,Pune +44 other locations,3,15
ESSPL,IT Services & Consulting ,4.0,807,5,Bhubaneswar +7 other locations,--,5
Maintec Technologies,IT Services & Consulting ,3.7,857,10,Bangalore / Bengaluru +8 other locations,1,10
Weir Minerals,Metals & Mining ,4.0,684,15,Bangalore / Bengaluru +9 other locations,16,15
Gapbridge Software Services,IT Services & Consulting ,3.2,420,4,Bangalore / Bengaluru +18 other locations,--,4
Gsp Power Projects,Electronics Manufacturing ,3.9,488,7,Faridabad +45 other locations,--,7
Disposafe Health And Life Care,Medical Equipment ,3.2,635,10,Faridabad +5 other locations,1,10
Csc Computer Education,Education & Training ,4.4,541,5,Chennai +52 other locations,--,5
Doctors for you,Non-Profit ,3.8,435,9,New Delhi +41 other locations,34,9
Zimetrics Technologies,IT Services & Consulting ,3.8,913,8,Pune +6 other locations,11,8
IRIS RegTech Solutions Limited,IT Services & Consulting ,3.5,1.2k,15,Mumbai +10 other locations,16,15
Birla Century,Fashion & Textile ,4.1,612,7,Bharuch +11 other locations,--,7
Techved Consulting,IT Services & Consulting ,3.5,426,30,Mumbai +6 other locations,--,30
iSource,Recruitment ,3.0,578,13,Noida +17 other locations,1,13
Kshema General Insurance,Insurance ,3.7,517,15,Hyderabad / Secunderabad +19 other locations,16,15
Accountant Anywhere Services,BPO ,4.2,1k,12,Pune +49 other locations,--,12
Core Diagnostics,Healthcare ,3.9,543,5,Gurgaon / Gurugram +20 other locations,--,5
Stanvac Chemicals,Chemicals ,3.1,398,8,Gurgaon / Gurugram +29 other locations,--,8
Ceigall,Ludhiana +20 other locations,3.3,642,8,Ludhiana +20 other locations,6,8
HealthSpring,Fitness & Wellness ,2.7,431,7,Mumbai +22 other locations,--,7
New Swan Enterprises,Industrial Machinery ,3.7,447,12,Ludhiana +9 other locations,1,12
Cummins Sales and Service,Auto Components ,4.0,195,4,Noida +18 other locations,--,4
Christ University,Education & Training ,3.0,605,14,Bangalore / Bengaluru +5 other locations,--,14
FANUC,Industrial Automation ,3.2,794,23,Bangalore / Bengaluru +9 other locations,8,23
SOGEFI,Auto Components ,3.3,678,13,Pune +7 other locations,--,13
Chennais Amirta International Institute of Hotel Management,Education & Training ,3.2,440,13,Chennai +16 other locations,25,13
Techavera Solutions,Education & Training ,4.2,103,2,Noida +5 other locations,--,2
Rural Electrification Corporation,Power ,3.7,408,6,New Delhi +34 other locations,--,6
Actis Technologies,IT Services & Consulting ,4.1,550,8,Mumbai +11 other locations,8,8
Counsel India,Noida +3 other locations,3.5,284,14,Noida +3 other locations,9,14
Accel Limited,IT Services & Consulting ,3.5,772,9,Chennai +31 other locations,--,9
Airef Engineers,Engineering & Construction ,3.9,474,8,Gurgaon / Gurugram +15 other locations,--,8
All Out,Gurgaon / Gurugram +43 other locations,3.7,276,11,Gurgaon / Gurugram +43 other locations,4,11
Takahata Precision,Auto Components ,4.2,536,7,Neemrana +5 other locations,--,7
HealthSpring,Fitness & Wellness ,2.7,431,7,Mumbai +22 other locations,--,7
New Swan Enterprises,Industrial Machinery ,3.7,447,12,Ludhiana +9 other locations,1,12
Ceigall,Ludhiana +20 other locations,3.3,642,8,Ludhiana +20 other locations,6,8
Infinite HR Solutions,Bangalore / Bengaluru +15 other locations,3.1,1.3k,3,Bangalore / Bengaluru +15 other locations,--,3
Priyagold Biscuits,Food Processing ,2.8,351,6,Noida +37 other locations,--,6
Modern Insulators,Electrical Equipment ,3.9,563,5,Abu Road +12 other locations,1,5
HealthAssure,Healthcare ,3.3,611,7,Mumbai +10 other locations,--,7
Kimbal Technologies,Power ,3.8,427,11,New Delhi +10 other locations,1,11
Beekay Steel Industries,Iron & Steel ,3.0,540,10,Kolkata +14 other locations,26,10
Sun Pharma Advanced Research Company,Pharma ,3.9,724,7,Vadodara +14 other locations,--,7
Ajeet Seeds,Agriculture ,3.8,497,11,Aurangabad +31 other locations,--,11
Codilar Technologies,IT Services & Consulting ,4.0,596,26,Bangalore / Bengaluru +7 other locations,35,26
Group Surya Peb,Engineering & Construction ,3.6,570,8,Pune +15 other locations,--,8
Primetals Technologies,Industrial Machinery ,4.2,727,11,Kolkata +11 other locations,--,11
Birla Precision Technologies,Industrial Machinery ,3.5,693,5,Aurangabad +15 other locations,21,5
Bennett University,Education & Training ,3.9,705,14,Greater Noida +7 other locations,3,14
SPJ group,Real Estate ,3.2,197,12,New Delhi +11 other locations,6,12
Behr Hella Thermocontrol,Auto Components ,4.0,777,8,Pune +2 other locations,3,8
Sagacious IP,Gurgaon / Gurugram +5 other locations,3.4,586,25,Gurgaon / Gurugram +5 other locations,--,25
Livesalesman,BPO ,4.7,118,1,Noida +6 other locations,--,1
Mytrah Energy,Power ,4.2,471,1,Hyderabad / Secunderabad +13 other locations,1,1
Quadgen Wireless Solutions,Telecom ,3.7,593,8,Bangalore / Bengaluru +18 other locations,--,8
Banaras Hindu University,Education & Training ,4.7,361,6,Varanasi +13 other locations,--,6
Mahesh Edible Oil Industries,FMCG ,3.7,498,14,Kota +28 other locations,--,14
Hestabit Technologies,IT Services & Consulting ,3.5,597,21,Noida +4 other locations,4,21
LAKME ACADEMY,Beauty & Personal Care ,3.2,670,19,New Delhi +38 other locations,--,19
The Hackett Group,Management Consulting ,3.3,982,11,Hyderabad / Secunderabad +5 other locations,38,11
Radixweb,IT Services & Consulting ,3.6,821,16,Ahmedabad +2 other locations,2,16
Central Academy School,Education & Training ,3.7,398,6,Jodhpur +25 other locations,3,6
DigiLantern,IT Services & Consulting ,3.6,274,8,Noida +6 other locations,43,8
REC Power Development and Consultancy,Gurgaon / Gurugram +36 other locations,4.1,410,7,Gurgaon / Gurugram +36 other locations,--,7
Deutsche Telekom,Telecom ,3.2,1.3k,22,Pune +6 other locations,1,22
